relation_id,n_triples,temporal_fanout,static_fanout,tail_fanin,n_heads,n_tails,head_tail_ratio,tail_entropy,one_to_one_frac,powerlaw_gamma,forman_ricci,grc,clustering,beta1,delta_hyp,ollivier_rc,longest_path,reciprocity,growth_rate,growth_r2,sustained_growth,ball_r1,ball_r2,ball_r3,ball_r4,saturation_r,branch_persist,eff_diameter,ollivier_rc_exact
18,4699,1.84564,3.423267,2.060061,404,407,0.992629,3.31408,0.704242,1.782677,-133.121701,0.431981,0.148855,682,0.024322,0.060332,6,0.027477,1.372943,0.790427,0.963509,8.875,226.558,545.433,643.458,4,-0.336815,8.00,-0.145926
19,3582,1.26662,3.126514,1.251572,743,719,1.03338,5.204212,0.828147,1.753571,-90.345116,0.245936,0.133705,1067,0.038362,0.002861,8,0.148945,1.242804,0.771114,0.933373,4.675,151.975,583.100,888.167,5,0.267374,8.00,-0.198780
20,3325,1.633104,5.521951,1.52453,205,317,0.646688,3.867408,0.624754,1.687577,-76.86558,0.416472,0.25847,594,0.051104,0.095119,7,0.265018,1.317539,0.777604,0.916949,6.042,142.750,336.233,366.833,4,-0.210882,8.00,-0.229012
21,3245,1.503707,3.215827,1.30269,556,581,0.956971,4.714715,0.799351,1.772342,-81.316456,0.323013,0.130961,846,0.047040,0.052403,6,0.055928,1.185608,0.756779,0.884816,4.825,142.717,538.242,751.125,5,0.080564,8.00,-0.195439
22,2643,1.233894,2.583784,1.2041,740,523,1.414914,4.997812,0.830532,1.785131,-73.64059,0.156345,0.112891,799,0.031397,0.038544,7,0.154812,1.260122,0.781681,0.948493,3.775,114.525,477.233,741.167,5,0.228101,8.00,-0.175487
23,2441,1.160171,2.653846,1.350858,546,372,1.467742,4.33469,0.875951,1.754394,-75.259094,0.143449,0.128685,660,0.062796,0.007125,8,0.140787,1.103487,0.757127,0.826662,5.175,128.450,402.275,570.417,5,0.179427,8.00,-0.138248
24,2475,1.194498,2.791016,1.194498,512,513,0.998051,5.099764,0.849903,1.822463,-17.239161,0.143161,0.0637,246,0.059553,-0.027175,9,0.999300,0.855048,0.867650,0.693539,3.992,26.167,96.092,208.308,6,0.097197,8.00,-0.387745
25,2174,1.248708,2.743316,1.217245,561,445,1.260674,4.8229,0.825962,1.769063,-88.797193,0.179024,0.110571,667,0.052578,0.016276,7,0.148148,1.638158,0.823306,1.171210,3.967,149.275,465.100,638.825,4,0.122859,8.00,-0.237651
26,1933,1.38269,4.273292,1.784857,161,191,0.842932,3.145955,0.736052,1.693543,-57.927383,0.332743,0.175679,377,0.036290,0.052800,5,0.078488,1.339619,0.795170,0.939031,4.217,94.908,235.025,271.017,4,-0.054835,8.00,-0.118433
27,1526,1.185703,2.268924,1.354037,502,413,1.215496,4.538815,0.866356,1.847612,-97.691262,0.184085,0.129257,339,0.005752,0.033119,7,0.191396,1.160302,0.700187,0.861301,3.342,165.658,423.917,562.000,5,0.174065,8.00,-0.148810
28,1728,1.237822,3.124088,1.531915,274,262,1.045802,3.648734,0.823782,1.747593,-57.487304,0.213864,0.128748,392,0.042953,0.044919,7,0.067757,1.426968,0.863813,1.033794,4.717,80.967,264.525,369.825,4,0.111792,8.00,-0.132143
29,1318,1.261244,2.514745,1.261244,373,373,1.0,5.150313,0.83445,1.824839,-10.514894,0.200254,0.071414,143,0.049658,0.060172,11,0.997868,0.669498,0.863033,0.558814,3.083,13.217,44.783,97.883,7,0.382234,8.00,-0.197997
30,1477,1.337862,3.54321,1.504073,162,145,1.117241,3.576471,0.765399,1.638797,-31.387097,0.304222,0.217534,322,0.050259,0.056143,7,0.055749,1.166824,0.884431,0.850804,6.008,52.492,154.100,205.117,4,0.053046,8.00,-0.204938
31,1348,1.112211,1.848659,1.337302,522,264,1.977273,3.908217,0.90264,1.862128,-93.468951,0.094293,0.087986,311,0.005874,0.024512,6,0.064249,1.061434,0.769652,0.802667,5.267,113.367,313.275,466.617,5,-0.004985,8.00,-0.158995
32,1161,1.155224,2.425837,1.47335,209,142,1.471831,2.952528,0.871642,1.724929,-39.775551,0.160969,0.133703,225,0.040072,0.038844,6,0.031558,0.983597,0.767874,0.737258,3.825,60.883,177.725,245.892,5,0.048126,8.00,-0.147547
33,1423,1.949315,4.529412,1.397839,85,166,0.512048,3.204586,0.621918,1.774453,-47.896104,0.55358,0.091104,161,0.043831,0.014422,6,0.000000,1.180396,0.798788,0.837966,5.342,85.033,174.442,215.008,4,-0.291842,8.00,-0.022718
34,1036,1.196305,1.840491,1.863309,326,175,1.862857,2.665658,0.825635,1.864397,-115.889845,0.076731,0.146577,173,0.004327,0.028750,7,0.063333,1.306404,0.757556,0.919652,5.367,150.433,281.017,339.200,4,-0.083003,8.00,-0.213842
35,1145,1.147295,2.33631,1.165988,336,310,1.083871,4.801427,0.88978,1.824492,-35.381471,0.232007,0.066097,246,0.017925,0.008730,7,0.129936,1.112565,0.828070,0.850911,3.850,54.950,210.442,349.833,5,0.289099,8.00,-0.363756
36,438,1.331307,4.536585,1.123077,41,70,0.585714,3.325057,0.759878,1.660185,-17.595628,0.553359,0.170836,92,0.056023,0.095224,6,0.032258,0.932273,0.882454,0.681028,4.894,28.085,65.511,82.532,4,-0.111787,8.00,-0.180885
37,803,1.256651,3.100917,1.274603,109,116,0.939655,3.147624,0.785603,1.828843,-50.607261,0.268195,0.169446,126,0.020213,0.080914,5,0.207101,1.117559,0.755841,0.773955,4.600,77.192,143.508,155.175,4,-0.183648,8.00,-0.150681
38,787,1.070748,2.203125,1.208909,256,186,1.376344,3.961145,0.930612,1.773082,-34.420108,0.174383,0.094521,215,0.050570,0.020542,8,0.024823,1.036577,0.810519,0.789165,3.758,50.525,174.367,261.333,5,0.083428,8.00,-0.160566
39,851,1.081321,2.17,1.116798,300,280,1.071429,4.717242,0.931385,1.867984,-35.095315,0.226707,0.065155,182,0.031746,0.022262,7,0.098310,1.118297,0.840071,0.859010,2.908,38.342,150.850,258.842,5,0.235937,8.00,-0.174859
40,801,1.373928,2.424242,1.543353,132,98,1.346939,3.072078,0.777015,1.804625,-31.469256,0.183517,0.097263,119,0.045063,0.037446,6,0.068750,0.857908,0.783199,0.645553,4.467,45.008,119.842,162.067,5,-0.111970,8.00,-0.177354
41,835,1.351133,2.608333,1.171108,120,100,1.2,3.72848,0.78479,1.708812,-20.717949,0.403119,0.096011,132,0.048658,0.041632,7,0.006390,0.868894,0.832729,0.663559,4.575,34.783,102.242,153.050,5,0.176326,8.00,-0.224405
42,733,1.113982,2.381215,1.364991,181,143,1.265734,3.445872,0.904255,1.788052,-28.951276,0.102386,0.021101,145,0.029533,-0.004943,9,0.000000,0.988776,0.839108,0.761195,3.600,36.850,117.667,190.825,5,0.177766,8.00,-0.127439
43,824,1.078534,1.488764,2.591195,178,62,2.870968,1.098488,0.933246,2.000174,-101.713208,0.15192,0.119556,52,0.000000,0.041324,5,0.000000,1.360893,0.688451,0.928589,2.525,126.150,192.058,204.883,4,-0.418040,8.00,-0.255820
44,701,1.132472,2.595628,1.1473,183,174,1.051724,4.244828,0.877221,1.763557,-26.870488,0.373839,0.090614,191,0.057685,0.030725,8,0.016842,0.998154,0.838411,0.763543,3.842,36.717,133.158,212.250,5,0.130791,8.00,-0.236979
45,676,1.817204,3.706667,1.07815,75,161,0.465839,3.994583,0.610215,1.894471,-50.510791,0.617492,0.073322,72,0.011130,0.023300,6,0.000000,1.183531,0.786303,0.839338,4.333,74.725,147.292,178.617,4,-0.122352,8.00,-0.155727
46,644,1.066225,2.178571,1.15,252,219,1.150685,4.762723,0.940397,1.821623,-16.036969,0.203414,0.040026,179,0.053810,0.012266,8,0.029144,0.843537,0.836478,0.674765,3.217,23.617,94.358,185.683,6,0.238308,8.00,-0.278082
47,737,1.409178,2.445946,1.456522,74,50,1.48,2.030429,0.730402,1.793722,-21.734807,0.321715,0.044574,65,0.048454,0.017419,6,0.000000,1.094281,0.871832,0.791816,4.094,33.598,89.496,113.359,4,-0.346759,8.00,-0.080912
48,624,1.144954,2.302326,1.395973,86,35,2.457143,2.028353,0.87156,1.751261,-36.437158,0.1177,0.276483,84,0.049010,0.146240,5,0.151515,0.960424,0.746033,0.664884,4.624,55.238,89.475,96.723,4,-0.554040,8.00,-0.146507
49,585,1.280088,2.355932,1.077348,177,209,0.84689,4.56512,0.800875,1.885719,-42.44898,0.36254,0.064378,105,0.009060,0.032603,7,0.119904,0.938682,0.733406,0.701037,3.275,60.775,144.592,190.475,5,0.182205,8.00,-0.190805
50,477,1.08656,2.854701,1.091533,117,145,0.806897,4.35033,0.922551,1.771581,-24.95092,0.339655,0.045446,121,0.033937,0.041384,7,0.047904,0.898969,0.807415,0.685870,3.367,34.967,91.592,136.958,5,0.168844,8.00,-0.192036
51,484,1.138824,2.552632,1.206983,114,141,0.808511,3.471312,0.875294,1.888668,-26.090592,0.260697,0.075199,72,0.019450,0.036726,7,0.027491,0.925640,0.799547,0.704348,3.158,33.708,103.217,143.833,5,0.164955,8.00,-0.216975
52,668,1.115192,1.854922,1.279693,193,160,1.20625,4.008368,0.904841,1.851557,-11.337176,0.179675,0.049905,89,0.048615,0.031869,12,0.061453,0.498436,0.773068,0.418175,3.283,15.492,49.625,93.933,8,0.178314,8.00,-0.063889
53,513,1.066528,2.302326,1.147651,129,131,0.984733,3.677264,0.948025,1.844419,-23.311203,0.267757,0.061184,68,0.035620,0.024984,7,0.377104,0.846006,0.797005,0.645032,3.600,34.667,84.817,119.567,5,0.106448,8.00,-0.169852
54,482,1.075893,2.708955,1.052402,134,177,0.757062,4.564382,0.933036,1.790219,-12.958678,0.324251,0.030675,110,0.043749,0.017695,10,0.000000,0.780563,0.856790,0.631972,3.333,19.442,67.308,127.658,6,0.163747,8.00,-0.097826
55,492,1.194175,2.831461,1.294737,89,89,1.0,2.903053,0.837379,1.731524,-22.232,0.294021,0.076127,98,0.042819,0.033792,6,0.015873,0.831219,0.808307,0.629027,4.442,35.650,96.817,135.833,5,0.148712,8.00,-0.234286
56,502,1.206731,2.344156,1.108168,154,152,1.013158,4.115746,0.836538,1.817666,-36.498498,0.275869,0.109649,107,0.022308,0.039007,8,0.155125,0.898024,0.751613,0.678354,3.292,50.483,111.150,152.617,5,0.109371,8.00,-0.215949
57,470,1.103286,2.044693,1.143552,179,169,1.059172,4.374993,0.908451,1.863644,-16.191011,0.256274,0.05834,99,0.029756,0.026444,8,0.054645,0.725001,0.831650,0.579549,3.817,22.700,70.942,128.950,6,0.247270,8.00,-0.184111
58,477,1.152174,3.815385,1.101617,65,85,0.764706,3.658032,0.881643,1.724986,-22.809717,0.421821,0.094086,113,0.068838,0.048636,6,0.008065,0.779822,0.791673,0.588482,4.383,34.317,84.492,111.908,5,0.016056,8.00,-0.155271
59,464,1.099526,2.106509,1.137255,169,121,1.396694,3.786307,0.912322,1.839466,-38.780059,0.168217,0.116002,104,0.020018,0.055140,7,0.084270,0.874336,0.750061,0.662162,4.417,62.167,139.858,183.725,5,0.089003,8.00,-0.060606
60,446,1.137755,1.958904,1.126263,146,142,1.028169,3.893573,0.877551,1.922632,-24.318519,0.231163,0.052788,56,0.029071,0.003975,10,0.111888,0.632120,0.733369,0.499949,3.683,32.692,79.458,109.125,6,0.093991,8.00,-0.084848
61,455,1.880165,5.285714,1.129032,21,56,0.375,2.803335,0.561983,1.741431,-28.846847,0.793373,0.237311,47,0.024899,0.116538,4,0.000000,1.317790,0.828212,0.824561,4.364,46.091,60.879,62.121,3,-0.549469,8.00,-0.040476
62,517,1.543284,6.217391,1.2925,23,75,0.306667,2.72347,0.683582,1.819843,-34.167832,0.52139,0.046914,49,0.062380,-0.004662,4,0.000000,0.994853,0.758430,0.695031,4.011,51.084,80.411,95.000,4,-0.562547,8.00,-0.047619
63,406,1.100271,2.179104,1.124654,134,127,1.055118,3.947862,0.921409,1.861965,-19.766784,0.255254,0.068981,73,0.039809,0.026116,8,0.061644,0.895862,0.850620,0.691830,3.700,27.250,83.542,129.608,5,0.106036,8.00,-0.101010
64,331,1.235075,2.586207,1.141379,87,85,1.023529,3.816789,0.787313,1.733888,-13.72973,0.286713,0.069646,92,0.052752,0.039102,6,0.026667,0.751784,0.838603,0.574493,4.067,22.517,58.775,83.025,5,0.236812,8.00,-0.136724
65,408,1.108696,2.190141,1.040816,142,131,1.083969,4.366192,0.932065,1.807305,-15.421603,0.269214,0.064601,87,0.025898,0.025646,7,0.154341,0.703707,0.815878,0.559980,3.933,23.900,74.600,127.083,6,0.276858,8.00,-0.148331
66,390,1.089385,2.114286,1.189024,140,112,1.25,3.828013,0.916201,1.820628,-22.708333,0.20761,0.070395,83,0.035492,0.024156,7,0.054054,0.903658,0.831117,0.694422,4.100,35.550,104.658,156.033,5,-0.087096,8.00,-0.122222
67,399,1.055556,1.758427,1.069705,178,154,1.155844,4.535318,0.960317,1.890982,-15.146667,0.21969,0.030162,60,0.016907,0.016988,8,0.083067,0.722987,0.817660,0.576949,3.525,24.508,71.817,123.683,6,0.217410,8.00,-0.049206
68,242,1.080357,2.2,1.241026,45,41,1.097561,2.747798,0.933036,1.83895,-11.565217,0.214838,0.10029,25,0.036609,0.057733,7,0.141414,0.648936,0.833077,0.502408,3.556,16.944,35.750,48.694,5,-0.028203,8.00,-0.220693
69,326,1.135889,1.681159,1.105085,138,120,1.15,3.585807,0.902439,2.038041,-42.865169,0.234889,0.063301,25,0.004929,0.024428,8,0.465517,0.752944,0.665429,0.560918,3.258,51.750,81.942,96.292,5,-0.027312,8.00,-0.146825
70,324,1.069307,1.948276,1.090909,116,120,0.966667,4.215195,0.943894,1.841494,-6.558824,0.245373,0.023299,41,0.049310,0.003576,10,0.194690,0.579845,0.866450,0.483644,3.200,11.967,31.767,63.758,7,0.080210,8.00,-0.153361
71,298,1.120301,2.283019,1.128788,106,107,0.990654,4.133753,0.93985,1.803984,-11.233161,0.321663,0.081339,63,0.046495,0.064187,7,0.404959,0.765724,0.882105,0.597215,3.742,17.400,46.117,72.617,5,0.162762,8.00,-0.229978
72,249,1.169014,2.036585,1.142202,82,70,1.171429,3.50678,0.830986,1.81833,-10.402439,0.222481,0.045109,43,0.050042,0.016300,7,0.035928,0.799464,0.890729,0.626505,3.500,16.208,46.267,75.250,5,0.171327,8.00,-0.121849
73,224,1.082126,2.974359,1.131313,39,47,0.829787,2.710729,0.922705,1.74197,-16.722222,0.336938,0.20315,43,0.038071,0.105094,5,0.137931,0.837923,0.830412,0.593415,4.130,24.652,48.246,53.928,4,-0.012355,8.00,-0.104701
74,371,1.12766,2.22,1.253378,100,78,1.282051,2.986791,0.896657,1.80951,-22.118182,0.17375,0.041879,68,0.017827,0.018618,8,0.018018,0.821267,0.801133,0.627796,3.775,33.558,79.667,111.442,5,0.099344,8.00,-0.240741
75,315,1.171004,2.107143,1.09375,84,70,1.2,3.526132,0.843866,1.833952,-15.465909,0.263961,0.066423,44,0.028278,0.035718,7,0.011299,0.815709,0.836268,0.625398,3.692,24.442,67.108,98.558,5,0.144988,8.00,-0.166667
76,280,1.129032,2.277778,1.060606,90,105,0.857143,4.047242,0.879032,1.922059,-17.772277,0.276543,0.03121,48,0.027261,0.034246,7,0.029268,0.773899,0.826205,0.592511,3.642,23.842,59.192,83.850,5,0.268768,8.00,-0.196491
77,324,1.090909,1.911504,1.076412,113,89,1.269663,3.867629,0.929293,1.852367,-14.641509,0.309031,0.054766,58,0.036976,0.024312,7,0.037037,0.822880,0.861166,0.636618,3.608,21.708,59.392,92.800,5,0.208950,8.00,-0.106667
78,326,1.09396,1.890511,1.07947,137,131,1.045802,4.377873,0.916107,1.896468,-15.976562,0.206374,0.026042,44,0.021516,-0.005381,8,0.023166,0.738475,0.827593,0.594970,2.933,20.900,60.983,104.967,6,0.221210,8.00,-0.182796
79,293,1.057762,1.629139,1.057762,151,143,1.055944,4.363374,0.949458,2.011179,-13.240175,0.202819,0.024143,22,0.012111,0.002750,7,0.138211,0.685535,0.824503,0.550513,2.492,15.708,42.108,70.133,6,0.279392,8.00,-0.326157
80,251,1.105727,1.733333,1.195238,105,72,1.458333,3.097986,0.903084,1.891168,-22.277778,0.177154,0.075675,40,0.023579,0.024242,6,0.021978,0.809841,0.808329,0.617512,3.458,28.483,67.267,97.475,5,0.005797,8.00,-0.125000
81,287,1.103846,1.964286,1.116732,84,62,1.354839,3.302802,0.911538,1.841689,-10.736196,0.253271,0.045143,44,0.032147,0.048471,6,0.024242,0.792908,0.886276,0.616785,3.550,16.225,46.725,76.092,5,-0.061585,8.00,-0.095402
82,279,1.060837,1.731707,1.102767,123,78,1.576923,3.425986,0.939163,1.875296,-14.541063,0.122457,0.064806,48,0.037228,0.012333,8,0.056338,0.891667,0.878194,0.695407,3.233,19.933,61.375,103.842,5,-0.047047,8.00,-0.182073
83,283,1.096899,1.964602,1.07197,113,111,1.018018,3.983725,0.914729,1.913876,-14.504762,0.231768,0.051621,44,0.018441,0.026028,7,0.108108,0.762390,0.831805,0.585036,3.508,20.292,54.850,75.083,5,0.135990,8.00,nan
84,243,1.130233,1.638462,1.038462,130,110,1.181818,4.141149,0.869767,1.925813,-12.608696,0.20015,0.042758,29,0.014534,0.014200,10,0.056338,0.653385,0.794165,0.523299,2.742,17.708,47.967,74.542,6,0.182233,8.00,nan
85,253,1.104803,2.758065,1.085837,62,75,0.826667,3.516936,0.908297,1.805006,-18.445783,0.290577,0.087702,55,0.028026,0.040172,6,0.058480,0.762205,0.791433,0.575907,3.838,28.094,70.043,90.624,5,-0.014210,8.00,nan
86,218,1.095477,1.645455,1.073892,110,84,1.309524,3.865935,0.924623,1.920112,-9.931429,0.161067,0.038505,25,0.027251,0.001592,8,0.066298,0.666059,0.857006,0.537760,3.192,14.275,41.192,71.625,6,0.170776,8.00,-0.141667
87,275,1.131687,1.798165,1.227679,109,72,1.513889,3.477355,0.893004,1.870189,-12.446809,0.178172,0.057492,47,0.062031,0.026010,6,0.081633,0.627166,0.816797,0.499234,3.400,17.217,46.883,74.608,6,0.088552,8.00,-0.109524
88,209,1.071795,1.631579,1.07732,114,105,1.085714,4.340606,0.953846,1.948156,-4.802395,0.238902,0.021724,19,0.040151,0.009356,12,0.204301,0.530637,0.897894,0.450711,2.842,8.467,19.942,36.667,7,0.076076,8.00,-0.066667
89,219,1.023364,1.495327,1.042857,107,88,1.215909,3.824183,0.976636,2.056512,-6.913043,0.199805,0.010555,8,0.024561,0.000697,10,0.275000,0.577459,0.870505,0.473540,2.883,10.975,25.233,40.500,6,0.067082,8.00,nan
90,197,1.042328,1.192982,1.459259,57,8,7.125,0.457642,0.957672,2.1147,-41.264706,0.079617,0.016679,5,0.001093,0.005637,5,0.000000,0.923405,0.672813,0.630909,3.125,48.656,58.688,63.750,4,-0.663778,8.00,-0.223354
91,137,1.007353,1.533333,1.037879,75,71,1.056338,3.962586,0.992647,2.013683,-2.840909,0.184943,0.022377,5,0.005216,0.028450,10,0.469565,0.374733,0.873549,0.316024,2.660,6.340,12.057,17.792,7,0.194031,8.00,0.000000
92,193,1.115607,1.8375,1.102857,80,78,1.025641,3.970585,0.895954,1.914191,-4.611765,0.271106,0.052792,10,0.020281,-0.001532,9,0.843537,0.504327,0.872396,0.412366,2.932,8.955,19.136,29.341,6,0.169976,8.00,nan
93,220,1.078431,1.870588,1.083744,85,83,1.024096,3.436476,0.931373,1.901226,-11.823899,0.111395,0.041277,23,0.022927,0.015112,9,0.000000,0.512941,0.789415,0.423170,3.208,15.975,40.775,64.208,7,0.133744,8.00,nan
94,208,1.3,3.4,1.045226,30,67,0.447761,3.58718,0.75625,1.964846,-30.686275,0.675281,0.05944,15,0.003553,0.021296,5,0.000000,1.003741,0.772740,0.703508,3.217,38.022,66.761,75.696,4,-0.141703,8.00,0.000000
95,177,1.127389,2.365385,1.066265,52,84,0.619048,3.370041,0.878981,2.007648,-14.666667,0.512847,0.015229,15,0.017355,0.011259,7,0.000000,0.769784,0.824179,0.587306,3.033,18.958,49.700,68.917,5,-0.083409,8.00,nan
96,175,1.09375,3.0,1.11465,34,54,0.62963,3.503991,0.91875,1.755817,-7.089109,0.266655,0.089074,27,0.043464,0.053834,8,0.019608,0.554988,0.853147,0.446717,3.590,13.308,30.462,48.949,6,0.072966,8.00,-0.023810
97,158,1.067568,1.948276,1.039474,58,60,0.966667,3.655545,0.952703,1.874493,-7.061947,0.314921,0.03003,19,0.029599,0.005689,7,0.000000,0.592923,0.861669,0.478387,3.173,12.058,29.923,49.962,6,0.120636,8.00,nan
98,181,1.09697,2.014085,1.083832,71,75,0.946667,3.761786,0.909091,1.879035,-10.571429,0.304556,0.039915,30,0.044582,0.014425,6,0.041958,0.748057,0.861849,0.576197,3.317,16.008,42.500,63.500,5,0.039913,8.00,nan
99,183,1.057803,1.615385,1.070175,78,73,1.068493,3.711674,0.959538,1.986617,-4.095238,0.246734,0.0407,12,0.033479,0.033872,7,0.666667,0.440597,0.851856,0.357770,2.787,7.638,15.702,21.957,6,0.350427,8.00,nan
100,147,1.097015,2.741935,1.020833,31,49,0.632653,3.389672,0.91791,1.890331,-7.882353,0.284517,0.0,12,0.044622,-0.012549,7,0.000000,0.558499,0.846034,0.450357,3.152,12.772,27.835,45.253,6,0.048618,8.00,nan
101,156,1.130435,2.076923,1.106383,39,38,1.026316,2.568577,0.876812,1.85551,-13.038961,0.321492,0.068676,17,0.020108,0.017749,6,0.098765,0.880973,0.865624,0.641526,3.406,19.594,40.656,50.344,4,-0.118436,8.00,-0.269640
102,181,1.124224,2.0,1.110429,50,51,0.980392,2.717273,0.881988,1.944168,-9.353535,0.153803,0.03352,16,0.009776,0.021781,5,0.020000,0.686319,0.846170,0.522823,3.084,13.568,34.263,48.053,5,0.082425,8.00,nan
103,153,1.108696,1.816327,1.077465,49,31,1.580645,3.015382,0.898551,1.76782,-6.089888,0.238841,0.093087,20,0.019656,0.045491,9,0.000000,0.440880,0.826191,0.367868,3.472,11.833,25.611,40.222,7,0.002819,8.00,nan
104,139,1.014599,1.671642,1.077519,67,60,1.116667,3.193942,0.985401,1.973179,-15.433962,0.214489,0.050593,12,0.007225,0.024042,8,0.107143,0.697114,0.801570,0.538426,2.981,19.579,39.318,52.103,5,0.103926,8.00,-0.149123
105,151,1.078571,1.344444,1.078571,90,76,1.184211,3.862816,0.921429,2.061796,-3.652893,0.070421,0.009368,5,0.008092,-0.019008,12,0.000000,0.345676,0.857341,0.296772,2.658,7.525,12.608,19.783,8,0.251708,8.00,nan
106,133,1.176991,3.428571,1.127119,21,37,0.567568,3.250214,0.840708,1.767675,-9.777778,0.363967,0.020927,18,0.048945,0.007639,8,0.000000,0.487454,0.809126,0.392129,3.571,15.286,27.714,40.000,6,-0.041200,8.00,nan
