relation_id,n_triples,temporal_fanout,static_fanout,tail_fanin,n_heads,n_tails,head_tail_ratio,tail_entropy,one_to_one_frac,powerlaw_gamma,forman_ricci,grc,clustering,beta1,delta_hyp,ollivier_rc,longest_path,reciprocity,growth_rate,growth_r2,sustained_growth,ball_r1,ball_r2,ball_r3,ball_r4,saturation_r,branch_persist,eff_diameter,ollivier_rc_exact
45,1511,2.394612,2.394612,2.368339,631,638,0.989028,6.143643,0.470681,1.734129,-6.465116,0.18896,0.056092,258,0.064567,0.017145,12,0.804765,0.682259,0.902470,0.587266,3.558,12.908,41.650,109.225,8,0.051182,8.00,-0.000000
46,330,1.422414,1.422414,6.875,232,48,4.833333,3.056016,0.663793,1.901452,-23.957576,0.017343,0.0,68,0.031902,-0.003333,9,0.000000,0.676723,0.829515,0.554954,3.400,28.867,37.717,99.817,6,-0.222029,8.00,0.000000
47,5673,13.131944,13.131944,2.320245,432,2445,0.176687,7.512827,0.090278,1.667858,-28.122334,0.017572,0.0,2826,0.029212,0.000000,7,0.000000,0.824720,0.861736,0.705291,4.975,57.900,134.708,640.608,8,-0.269746,8.00,-0.184131
48,4197,1.118007,1.118007,41.97,3754,100,37.54,1.88233,0.888652,2.237457,-1566.693829,0.000498,0.0,362,0.000000,0.000000,3,0.000000,3.384550,0.752317,3.384550,2.100,1790.283,1828.108,3478.758,2,-0.411124,8.00,0.590775
49,183,4.575,4.575,13.071429,40,14,2.857143,2.198826,0.0,1.435686,-27.453552,0.107868,0.0,130,0.066628,0.000000,4,0.000000,0.964379,0.864230,0.611546,7.778,39.556,53.519,54.000,3,-0.693281,8.00,-0.020324
50,737,11.166667,11.166667,1.155172,66,638,0.103448,6.405969,0.212121,2.076862,-42.911805,0.17946,0.0,57,0.031623,-0.003333,10,0.000000,0.858166,0.857017,0.722058,3.442,46.842,59.450,209.317,6,-0.353370,8.00,0.000000
51,254,1.080851,1.080851,23.090909,235,11,21.363636,0.686848,0.957447,2.263363,-185.330709,0.024456,0.0,9,0.000000,0.000000,6,0.000000,1.421692,0.637584,0.964611,2.200,196.408,214.458,244.233,4,-0.661222,8.00,0.000000
52,678,2.658824,2.658824,4.318471,255,157,1.624204,4.42549,0.360784,1.543463,-19.19403,0.170489,0.184921,394,0.064602,0.082185,8,0.022124,0.919760,0.874398,0.715922,6.067,43.058,126.058,223.442,5,0.061327,8.00,-0.227962
53,153,1.254098,1.254098,1.275,122,120,1.016667,4.684301,0.844262,2.141234,0.446809,0.063578,0.021127,1,0.000000,0.005319,5,0.771242,0.250065,0.937414,0.177722,2.350,3.375,3.875,4.058,3,-0.028095,8.00,nan
54,142,1.092308,1.092308,1.234783,130,115,1.130435,4.665341,0.930769,2.260747,1.280576,0.010107,0.0,2,0.000000,0.000000,2,0.021127,0.091819,0.893299,0.091819,2.108,2.442,2.533,2.533,2,0.176638,8.00,-0.066124
55,93,18.6,18.6,1.033333,5,90,0.055556,4.48788,0.2,2.198093,-27.935484,0.441037,0.0,1,0.000000,0.000000,6,0.000000,0.862200,0.734790,0.618631,2.958,32.221,34.347,51.274,4,-0.288037,8.00,-0.000000
56,459,1.0,1.0,1.0,459,459,1.0,6.12905,1.0,2.442695,nan,0.0,0.0,0,nan,nan,0,1.000000,0.000000,nan,0.000000,1.000,1.000,1.000,1.000,1,nan,8.00,-0.071362
57,497,6.2125,6.2125,6.454545,80,77,1.038961,3.932586,0.2,1.452283,-25.831081,0.057344,0.557248,218,0.069327,0.307476,5,0.808853,0.701563,0.832117,0.500720,8.309,37.593,63.790,72.210,4,0.096836,8.00,-0.206800
58,2051,2.649871,2.649871,2.688073,774,763,1.014417,6.441199,0.322997,1.633572,-4.986077,0.251322,0.305926,487,0.009173,0.149940,12,0.809361,0.510055,0.962009,0.453769,3.975,9.542,18.975,34.692,8,0.491162,8.00,-0.318640
59,603,4.074324,4.074324,1.210843,148,498,0.297189,6.147811,0.587838,2.035096,-10.461794,0.053153,0.000364,30,0.024377,0.009318,12,0.001658,0.550748,0.905639,0.487671,2.758,15.333,21.233,53.292,8,-0.192169,8.00,-0.208133
60,475,1.0,1.0,158.333333,475,3,158.333333,0.174414,1.0,2.40211,-437.229474,1.1e-05,0.0,0,0.000000,0.000000,2,0.000000,2.704678,0.750000,2.704678,2.000,446.975,446.975,446.975,2,-0.262820,8.00,0.333174
61,856,1.802105,1.802105,40.761905,475,21,22.619048,2.613621,0.32,1.753802,-82.049065,0.006623,0.0,361,0.061381,-0.005000,6,0.000000,1.555965,0.796288,1.155935,2.750,137.425,152.708,474.850,4,-0.162494,8.00,-0.148091
62,579,1.0,1.0,4.257353,579,136,4.257353,3.759686,1.0,2.099907,-45.882556,0.003951,0.0,0,0.000000,-0.032841,7,0.000000,1.052602,0.765500,0.795410,2.400,52.025,140.867,206.892,5,-0.130660,8.00,-0.030302
63,756,63.0,63.0,1.032787,12,732,0.016393,6.584032,0.166667,2.319334,-215.748677,0.056278,0.0,15,0.000000,0.000000,8,0.000000,2.264313,0.757827,2.264313,2.350,207.633,217.683,543.958,2,-0.119794,8.00,-0.051028
64,814,14.034483,14.034483,14.034483,58,58,1.0,3.937814,0.0,1.29839,-35.9625,0.041859,0.879684,425,0.043577,0.833944,5,0.820639,0.159316,0.942527,0.110648,17.552,22.034,24.138,24.621,3,0.791057,8.00,-0.000000
65,664,15.44186,15.44186,12.072727,43,55,0.781818,3.792954,0.0,1.325101,-31.680723,0.273143,0.0,567,0.084590,-0.017409,8,0.000000,0.340705,0.802237,0.275535,14.551,42.102,63.184,77.857,6,0.034945,8.00,-0.149698
66,3738,1.532595,1.532595,4.767857,2439,784,3.110969,5.444584,0.646576,1.899704,-64.390048,0.001836,0.0,720,0.000000,0.000000,2,0.000000,0.817211,0.789421,0.691519,2.967,84.500,174.467,727.933,8,0.004886,8.00,-0.225604
67,204,1.942857,1.942857,6.0,105,34,3.088235,2.654886,0.419048,1.759174,-20.95098,0.025782,0.0,76,0.052006,0.000000,6,0.000000,0.828502,0.755622,0.588464,3.508,29.950,41.908,49.642,4,-0.084274,8.00,-0.127894
68,688,7.319149,7.319149,3.659574,94,188,0.5,4.821053,0.042553,1.545707,-31.206395,0.416281,0.0,407,0.080439,-0.042041,7,0.000000,0.902239,0.772757,0.681666,5.617,75.925,174.350,257.683,5,-0.335150,8.00,-0.010741
69,1153,8.477941,8.477941,26.813953,136,43,3.162791,3.555973,0.235294,1.384205,-53.727667,0.178292,0.0,975,0.110590,-0.035000,4,0.000000,0.803323,0.804428,0.569181,14.350,93.958,149.183,179.000,4,-0.716704,8.00,0.000000
70,335,5.982143,5.982143,1.871508,56,179,0.312849,4.924197,0.178571,1.768435,-21.856716,0.268555,0.0,103,0.060527,-0.025417,9,0.000000,0.752998,0.818110,0.607866,3.625,34.517,74.408,155.667,6,-0.362334,8.00,-0.016437
71,2063,27.506667,27.506667,1.264093,75,1632,0.045956,7.305809,0.106667,2.054208,-125.832283,0.08794,0.0,368,0.005783,0.000000,10,0.000000,1.131832,0.773885,0.918062,2.392,158.842,184.275,974.650,6,-0.228390,8.00,-0.192729
72,760,3.937824,3.937824,18.536585,193,41,4.707317,3.094805,0.466321,1.559459,-66.036842,0.14117,0.0,527,0.034168,-0.038880,5,0.000000,1.096564,0.704371,0.755426,6.725,147.917,205.200,233.208,4,-0.859151,8.00,-0.318958
73,256,1.954198,1.954198,85.333333,131,3,43.666667,1.093923,0.343511,1.73776,-84.398438,0.008254,0.0,123,0.117386,0.000000,4,0.000000,1.564569,0.754737,1.564569,4.975,111.475,113.700,134.000,2,-0.453961,8.00,-0.079669
74,384,1.275748,1.275748,8.170213,301,47,6.404255,3.457377,0.784053,1.952671,-11.848958,0.014152,0.0,52,0.054553,0.000000,12,0.000000,0.591906,0.896851,0.514716,3.258,17.483,26.608,82.350,8,-0.299327,8.00,-0.113405
75,3795,31.625,31.625,31.363636,120,121,0.991736,4.589863,0.016667,1.24667,-100.799646,0.008333,0.638277,2141,0.097229,0.310060,3,0.808432,0.576587,0.761293,0.576587,38.192,118.917,121.000,121.000,2,-0.681112,8.00,0.000000
76,2226,16.130435,16.130435,2.708029,138,822,0.167883,6.531205,0.094203,1.594481,-46.84726,0.109604,0.0,1270,0.084271,-0.031667,10,0.000000,0.960146,0.807645,0.765406,5.300,100.292,217.367,760.350,6,-0.226822,8.00,0.000000
77,1404,2.163328,2.163328,2.170015,649,647,1.003091,6.220073,0.516179,1.771496,-4.449223,0.230901,0.006435,183,0.047983,-0.037000,12,0.807692,0.663032,0.940776,0.580306,3.233,10.733,27.383,64.000,8,0.093065,8.00,-0.106035
78,125,31.25,31.25,1.0,4,125,0.032,4.828314,0.0,2.253146,-31.248,0.315186,0.0,0,0.000000,0.000000,2,0.000000,1.280929,0.750000,1.280929,2.700,34.992,34.992,34.992,2,-0.311643,8.00,-0.008703
79,269,13.45,13.45,2.46789,20,109,0.183486,4.42089,0.0,1.613706,-14.929368,0.196167,0.0,141,0.079169,-0.005000,6,0.000000,1.009610,0.936819,0.770689,5.367,31.567,60.225,125.242,4,-0.378326,8.00,-0.098235
80,423,1.0,1.0,47.0,423,9,47.0,1.289575,1.0,2.332584,-179.914894,4.1e-05,0.0,0,0.000000,0.000000,2,0.000000,2.262861,0.750000,2.262861,2.000,184.725,184.725,184.725,2,-0.258262,8.00,-0.655316
81,526,1.0,1.0,1.0,526,526,1.0,6.265301,1.0,2.442695,nan,0.0,0.0,0,nan,nan,0,1.000000,0.000000,nan,0.000000,1.000,1.000,1.000,1.000,1,nan,8.00,0.000000
82,1085,1.127859,1.127859,24.111111,962,45,21.377778,2.587919,0.885655,2.165484,-146.36129,0.001913,0.0,86,0.000000,0.000000,6,0.000000,0.988680,0.714535,0.787088,2.792,175.233,201.217,712.775,6,-0.325842,8.00,-0.003710
83,852,1.102199,1.102199,2.353591,773,362,2.135359,5.089366,0.92238,2.170118,-13.901408,0.002013,0.0,23,0.005757,0.000000,2,0.000000,0.432114,0.831542,0.374129,2.542,14.600,19.958,37.167,8,-0.042720,8.00,-0.137697
84,1285,1.389189,1.389189,3.355091,925,383,2.415144,5.50984,0.703784,1.912535,-5.312062,0.003849,0.0,158,0.000000,-0.003704,2,0.000000,0.541381,0.969696,0.489571,3.183,10.133,15.850,31.892,8,-0.071598,8.00,-0.015058
85,2909,1.053986,1.053986,727.25,2760,4,690.0,0.367775,0.946014,2.357471,-2329.45067,0.000348,0.0,146,nan,nan,0,0.000000,3.546162,0.750122,3.546162,2.050,2462.700,2465.533,2763.417,2,-0.549854,8.00,0.145022
86,1568,1.401251,1.401251,18.891566,1119,83,13.481928,3.739924,0.689902,1.932795,-53.380102,0.003099,0.0,381,0.000000,0.000000,6,0.000000,1.021667,0.854471,0.849855,3.733,80.000,109.317,528.850,6,-0.235525,8.00,0.000000
87,463,42.090909,42.090909,1.0,11,463,0.023758,6.137727,0.181818,2.339164,-246.63067,0.707964,0.0,0,0.000000,0.000000,2,0.000000,1.899528,0.750000,1.899528,5.450,243.392,243.392,243.392,2,-0.294716,8.00,-0.347996
88,276,4.181818,4.181818,1.815789,66,152,0.434211,4.819043,0.090909,1.728298,-4.347826,0.045387,0.018805,70,0.064558,-0.027060,12,0.000000,0.451918,0.911172,0.395547,3.550,10.667,20.292,36.942,8,-0.273865,8.00,0.366935
89,2257,90.28,90.28,3.599681,25,627,0.039872,6.198802,0.08,1.548321,-187.914045,0.497919,0.0,1607,0.108569,-0.008250,6,0.000000,1.219241,0.703364,0.856924,11.475,390.208,432.108,645.683,4,-0.319196,8.00,-0.283655
90,285,1.446701,1.446701,47.5,197,6,32.833333,1.367292,0.685279,1.956344,-80.34386,0.012915,0.0,83,0.018922,0.000000,5,0.000000,1.126112,0.737166,0.809762,4.825,108.258,116.400,201.008,4,-0.671523,8.00,-0.111437
91,121,1.0,1.0,121.0,121,1,121.0,-0.0,1.0,2.365268,-118.0,6.8e-05,0.0,0,0.000000,0.000000,2,0.000000,1.852704,0.750000,1.852704,3.000,122.000,122.000,122.000,2,-1.000000,8.00,0.385927
92,1327,14.582418,14.582418,7.096257,91,187,0.486631,5.082046,0.263736,1.416528,-81.719668,0.5298,0.0,1050,0.034543,-0.027500,6,0.000000,1.026092,0.757612,0.713828,10.808,144.167,250.517,274.908,4,-0.070746,8.00,-0.075490
93,215,7.678571,7.678571,4.479167,28,48,0.583333,3.576671,0.214286,1.508718,-17.376744,0.245511,0.0,147,0.150551,0.000000,7,0.000000,0.648742,0.901319,0.427132,6.658,18.474,24.368,25.211,3,0.593371,8.00,0.000000
94,331,1.318725,1.318725,1.015337,251,326,0.769939,5.781177,0.800797,2.285406,1.226586,0.005974,0.0,0,0.000000,0.000000,2,0.000000,0.118609,0.769685,0.118609,2.117,2.667,2.683,2.683,2,-0.109143,8.00,-0.014328
95,689,1.940845,1.940845,34.45,355,20,17.75,2.202811,0.307042,1.726916,-106.008708,0.005798,0.0,315,0.086057,-0.016667,6,0.000000,1.284861,0.761020,0.931901,5.267,159.233,187.083,361.600,4,-0.034665,8.00,-0.009986
96,437,4.648936,4.648936,21.85,94,20,4.7,2.988479,0.010638,1.407072,-23.221968,0.037199,0.0,326,0.158242,0.000000,4,0.000000,0.734878,0.796803,0.452779,8.667,34.368,37.684,38.018,3,-0.535686,8.00,-0.076245
97,717,2.845238,2.845238,2.856574,252,251,1.003984,5.182867,0.440476,1.685089,-7.985748,0.036546,0.471939,228,0.077324,0.618717,4,0.825662,0.125768,0.933335,0.085925,4.167,5.008,5.358,5.425,3,0.867346,8.00,-0.032443
98,233,7.516129,7.516129,16.642857,31,14,2.214286,2.498468,0.0,1.351533,-25.055794,0.181818,0.0,189,0.141944,-0.003077,4,0.000000,0.686498,0.867737,0.435314,11.356,35.889,44.822,45.000,3,-0.692725,8.00,-0.137023
99,100,2.564103,2.564103,6.666667,39,15,2.6,2.30696,0.25641,1.605686,-11.54,0.079744,0.0,48,0.087080,-0.003333,6,0.000000,0.545754,0.797556,0.417086,4.704,21.926,33.889,45.778,5,-0.254359,8.00,-0.173168
100,783,1.318182,1.318182,20.605263,594,38,15.631579,1.709689,0.819865,2.061425,-326.84802,0.009143,0.0,152,0.016232,0.000000,6,0.000000,1.652223,0.659033,1.134441,2.558,405.425,468.267,601.083,4,-0.656854,8.00,-0.252283
101,2622,4.512909,4.512909,21.491803,581,122,4.762295,4.069563,0.256454,1.512,-67.623951,0.044695,0.0,1924,0.053115,-0.056063,6,0.000000,0.947652,0.793719,0.718557,11.733,170.825,355.233,652.767,5,-0.038306,8.00,-0.434736
102,859,3.135036,3.135036,1.045012,274,822,0.333333,6.689703,0.317518,2.077719,-2.651921,0.01932,0.0,9,0.000000,0.000000,2,0.000000,0.355228,0.742884,0.253041,2.575,6.750,7.183,8.242,4,-0.440884,8.00,0.000000
103,909,7.45082,7.45082,1.640794,122,554,0.220217,6.107106,0.016393,1.782288,-9.861386,0.041052,0.0,284,0.065000,-0.004500,12,0.000000,0.557674,0.875841,0.479808,3.967,18.033,35.583,94.825,8,-0.184008,8.00,-0.168586
104,381,6.684211,6.684211,9.292683,57,41,1.390244,3.402345,0.017544,1.401484,-21.784777,0.199065,0.0,284,0.084698,-0.015451,7,0.000000,0.430347,0.765477,0.342071,8.776,36.510,63.592,80.347,6,-0.332393,8.00,-0.005208
105,192,1.010526,1.010526,7.111111,190,27,7.037037,2.956014,0.989474,2.116826,-9.583333,0.005187,0.0,0,0.000000,0.000000,2,0.000000,0.813409,0.755326,0.813409,2.567,12.908,13.058,13.308,2,-0.526616,8.00,-0.286941
106,977,1.447407,1.447407,4.285088,675,228,2.960526,4.114283,0.72,1.972166,-53.559877,0.004385,0.0,128,0.023420,-0.026000,8,0.000000,0.668752,0.773453,0.564589,2.625,46.167,86.150,265.942,8,-0.082511,8.00,0.000000
